Id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,type_of_attack
15,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,51,1,0,1,0.51,0,0,0,0,ipsweep.
16,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
17,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,39,2,0.03,1,0.03,1,0,0,0.95,1,ipsweep.
18,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,198,1,0.01,0.51,0.51,0,0,0,0.5,1,portsweep.
19,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
20,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
21,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,1,1,137,1,0,1,0.5,0,0,0,0,ipsweep.
22,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
23,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
24,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.02,0,0.98,1,satan.
25,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back.
26,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0.04,1,0.87,0,0.01,0.99,0,255,1,0,0.56,0,0,0.02,1,0.49,0,satan.
27,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04,back.
28,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
29,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.54,0.53,0,0,0,0.53,1,portsweep.
30,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
31,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
32,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
33,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1,0,1,2,102,1,0,1,0.5,0,0,0,0,ipsweep.
34,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04,back.
35,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,1,0,1,2,72,1,0,1,0.5,0,0,0,0,ipsweep.
36,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.08,0,0.92,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,satan.
37,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.08,0,0.92,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,satan.
38,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.02,0,0.98,1,satan.
39,0,tcp,http,SF,279,550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,20,255,1,0,0.05,0.03,0,0,0,0,normal.
40,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.06,0,0.92,1,satan.
41,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.01,0,0.99,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
42,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
43,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.04,1,0.96,0,0,1,0,255,1,0,1,0,0,0.03,1,0.97,0,satan.
44,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
45,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
46,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
47,0,tcp,private,OTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,1,0,1,1,0,0,0,0.99,0,portsweep.
48,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.06,0,0.92,1,satan.
49,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
50,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,0,1,1,57,1,0,1,0.51,0,0,0,0,ipsweep.
51,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
52,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.05,0.05,back.
53,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,1,0,1,1,17,1,0,1,0.53,0,0,0,0,ipsweep.
54,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,satan.
55,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
56,0,tcp,http,SF,212,1523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,11,102,1,0,0.09,0.05,0,0,0,0,normal.
57,0,tcp,http,RSTR,29200,2920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0.75,0.75,1,0,0,255,255,1,0,0,0,0,0,0.04,0.04,back.
58,0,tcp,http,SF,202,424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,1,0,0.11,4,255,1,0,0.25,0.05,0,0,0,0,normal.
59,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0.2,1,0,0.4,255,255,1,0,0,0,0,0,0.05,0.05,back.
60,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.06,1,0.93,0,0,1,0,255,1,0,1,0,0,0.07,1,0.91,0,satan.
61,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
62,0,tcp,other,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,0.99,1,portsweep.
63,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
64,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,1,1,0.02,0.55,0,221,1,0,0.13,0.23,0,0.01,0,0.45,1,portsweep.
65,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0,0,1,1,satan.
66,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,1,49,1,0,1,0.51,0,0,0,0,ipsweep.
67,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.1,0,0.89,1,0,1,0,255,1,0,1,0,0,0.14,0,0.86,1,satan.
68,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,255,255,1,0,0,0,0,0,0.06,0.06,back.
69,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,satan.
70,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,0.96,0,255,1,0,0.97,0,0,0.03,0,0.97,1,satan.
71,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,satan.
72,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,17,1,0.06,1,0.06,0,0,0,0.88,1,ipsweep.
73,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
74,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
75,0,tcp,http,SF,299,424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,63,255,1,0,0.02,0.04,0,0,0,0,normal.
76,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,1,1,113,1,0,1,0.5,0,0,0,0,ipsweep.
77,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,29,2,0.03,1,0.03,1,0,0,0.86,1,ipsweep.
78,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
79,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.5,0.5,0,0,0,0.5,1,portsweep.
80,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,1,0.11,0.56,0,179,1,0.01,0.04,0.05,0,0.01,0,0.32,1,portsweep.
81,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
82,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.02,0,0.98,1,satan.
83,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,63,2,0.02,1,0.02,1,0,0,0.92,1,ipsweep.
84,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.06,0,0.94,1,0,1,0,255,1,0,1,0.01,0,0.07,0,0.93,1,satan.
85,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
86,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0.05,0.38,0,255,1,0,0.65,0.46,0,0,0,0.54,0,satan.
87,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1,0.06,0,0.9,1,0,1,0,255,1,0,1,0,0,0.08,0,0.89,1,satan.
88,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,53,2,0.02,1,0.02,1,0,0,0.92,1,ipsweep.
89,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,75,75,1,0,0.01,0,0,0,0.01,0.01,back.
90,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.12,0,0.88,1,0,1,0,255,1,0,1,0,0,0.15,0,0.85,1,satan.
91,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.06,0,0.94,1,0,1,0,255,1,0,1,0.01,0,0.07,0,0.93,1,satan.
92,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,1,1,111,1,0,1,0.5,0,0,0,0,ipsweep.
93,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
94,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,150,150,1,0,0.01,0,0,0,0.06,0.06,back.
95,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
96,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.06,0,0.92,1,satan.
97,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
98,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
99,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.03,0.03,back.
100,1,tcp,private,RSTOS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,0.71,0.5,0.29,0.5,0.01,0.37,0,255,2,0.01,0.21,0.56,0,0.4,0.5,0.16,0.5,portsweep.
101,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.06,0.06,back.
102,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
103,1,tcp,private,RSTOS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3,0.76,0.67,0.24,0.33,0.03,0.37,0,255,3,0.01,0.13,0.36,0,0.28,0.67,0.09,0.33,portsweep.
104,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
105,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
106,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.95,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,satan.
107,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
108,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,satan.
109,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
110,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,85,85,1,0,0.01,0,0,0,0.01,0.01,back.
111,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
112,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.94,1,0,1,0,255,1,0,1,0,0,0.06,0,0.92,1,satan.
113,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
114,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,184,184,1,0,0.01,0,0,0,0.05,0.05,back.
115,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
116,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
117,0,tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0.69,1,0.31,0,0.01,0.39,0,255,1,0,0.25,0.64,0,0.44,1,0.2,0,portsweep.
118,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.01,0,0.99,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
119,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.01,0,0.99,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
120,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
121,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.03,0,0.97,1,satan.
122,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
123,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
124,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
125,0,tcp,http,RSTR,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0.25,0.25,1,0,0,144,144,1,0,0.01,0,0,0,0.06,0.06,back.
126,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.01,0,0.99,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
127,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.04,0,0.96,1,0,0.96,0,255,1,0,1,0,0,0.04,0,0.96,1,satan.
128,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,1,2,255,1,0,1,0.5,0,0,0,0,ipsweep.
129,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.02,0,0.98,1,0,1,0,255,1,0,1,0,0,0,0,1,1,satan.
130,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.02,0.02,back.
131,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
132,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,1,1,0,0,0,1,1,portsweep.
133,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,1,0,1,1,87,1,0,1,0.51,0,0,0,0,ipsweep.
134,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,1,0,1,1,255,1,0,1,0.5,0,0,0,0,ipsweep.
